"last_name, first_name",player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,year
"Wagaman, Eric",676572,381,10.6,34.4,114.5,91.0,102.3,94.0,89.5,453,164,417.0,177,46.5,26,6.8,5.1,2025
"Wood, James",695578,380,6.3,36.3,118.0,94.3,106.4,99.4,89.4,451,163,411.0,214,56.3,62,16.3,9.0,2025
"García, Adolis",666969,379,16.3,33.2,113.6,92.1,101.9,94.2,91.0,433,184,403.0,177,46.7,44,11.6,8.0,2025
"Adell, Jo",666176,376,16.1,35.1,115.7,91.7,104.2,96.5,87.6,454,187,411.0,188,50.0,65,17.3,11.3,2025
"Realmuto, J.T.",592663,376,11.1,36.7,110.4,90.0,101.3,94.6,86.8,431,165,408.0,171,45.5,33,8.8,6.0,2025
"Yastrzemski, Mike",573262,376,20.4,35.4,109.3,90.8,99.9,93.9,86.7,432,188,388.0,160,42.6,32,8.5,5.7,2025
"Simpson, Chandler",802415,376,0.5,29.5,107.6,84.3,93.6,85.9,84.0,353,107,,65,17.3,0,0.0,0.0,2025
"Doyle, Brenton",686668,370,9.8,33.0,111.3,89.9,101.0,94.2,86.4,442,164,408.0,165,44.6,40,10.8,7.4,2025
"O'Hearn, Ryan",656811,369,11.4,38.2,109.4,89.4,99.6,93.5,85.9,417,169,392.0,156,42.5,28,7.6,5.1,2025
"Rice, Ben",700250,369,14.2,39.3,113.5,93.3,104.1,97.7,89.8,435,184,400.0,207,56.1,57,15.4,10.8,2025
"Beck, Jordan",687597,366,12.8,36.6,113.8,87.4,100.3,93.5,80.3,448,170,414.0,141,38.5,35,9.6,6.0,2025
"Bregman, Alex",608324,365,17.7,32.9,109.6,90.1,99.4,94.5,86.8,418,174,386.0,162,44.4,24,6.6,4.8,2025
"France, Ty",664034,364,10.5,35.2,110.5,89.5,100.8,93.0,86.2,420,158,401.0,161,44.2,28,7.7,5.7,2025
"Lowe, Brandon",664040,364,15.2,37.6,112.6,91.1,102.0,95.2,86.9,458,177,400.0,169,46.6,47,12.9,8.5,2025
"McCutchen, Andrew",457705,362,14.5,34.5,110.2,89.5,100.1,93.0,87.4,417,171,393.0,154,42.5,30,8.3,5.4,2025
"Kiner-Falefa, Isiah",643396,360,4.0,29.4,106.3,84.6,95.9,89.6,83.0,396,118,368.0,99,27.5,5,1.4,1.1,2025
"Grisham, Trent",663757,358,16.4,34.6,109.8,91.1,101.2,96.6,85.0,432,182,389.0,166,46.4,51,14.2,8.8,2025
"Neto, Zach",687263,358,17.5,38.0,111.3,91.0,101.8,96.4,83.7,447,187,404.0,167,46.6,50,14.0,9.0,2025
"Arenado, Nolan",571448,356,19.0,31.5,108.3,86.8,97.2,90.5,84.5,400,169,383.0,116,32.6,14,3.9,3.2,2025
"Jung, Josh",673962,353,12.8,39.4,111.2,89.3,100.8,93.7,85.5,418,174,387.0,165,46.7,29,8.2,5.7,2025
"Contreras, Willson",575929,353,12.3,37.1,114.7,90.6,103.2,95.3,86.1,443,176,407.0,173,49.0,49,13.9,8.7,2025
"McNeil, Jeff",643446,350,15.9,38.9,107.1,87.2,97.4,90.3,85.8,420,174,392.0,115,32.9,18,5.1,3.9,2025
"McLain, Matt",680574,350,16.3,33.7,109.9,88.8,99.2,93.5,84.9,422,176,391.0,142,40.7,27,7.7,4.7,2025
"Ozuna, Marcell",542303,350,14.1,35.1,112.1,89.9,101.3,94.1,84.8,464,181,411.0,156,44.6,40,11.4,6.8,2025
"McKinstry, Zach",656716,347,14.1,41.2,108.7,85.7,97.0,90.3,81.5,407,164,376.0,106,30.5,21,6.1,4.1,2025
"Buxton, Byron",621439,346,17.7,32.9,114.0,92.5,103.6,96.9,87.4,479,195,406.0,186,53.8,61,17.6,11.3,2025
"Martínez, Angel",682657,345,18.4,32.2,107.4,87.1,97.0,90.0,85.7,394,166,373.0,101,29.3,12,3.5,2.5,2025
"Frazier, Adam",624428,344,14.5,39.5,104.6,85.3,94.6,88.9,81.7,393,172,366.0,71,20.6,7,2.0,1.5,2025
"Benintendi, Andrew",643217,344,20.1,35.8,108.5,88.0,98.3,92.8,81.8,425,187,386.0,127,36.9,38,11.0,8.1,2025
"Sánchez, Jesús",660821,343,9.3,30.3,114.8,91.3,102.8,95.6,89.0,439,156,408.0,149,43.4,38,11.1,7.6,2025
"Langford, Wyatt",694671,343,17.5,35.9,113.1,91.4,102.4,95.5,86.3,437,183,393.0,166,48.4,48,14.0,8.4,2025
"Mangum, Jake",663968,343,-0.7,25.9,108.3,87.3,97.8,91.4,85.5,418,114,405.0,114,33.4,9,2.6,2.1,2025
"Barger, Addison",680718,341,11.9,35.5,116.5,91.7,103.7,95.5,90.3,448,166,403.0,174,51.0,39,11.4,7.8,2025
"Manzardo, Kyle",700932,340,21.3,37.1,111.3,90.3,100.1,95.1,83.0,436,196,392.0,149,43.8,40,11.8,7.5,2025
"Lukes, Nathan",664770,338,11.2,30.5,107.7,87.9,98.3,90.3,87.3,420,148,391.0,124,36.8,16,4.7,3.7,2025
"Merrill, Jackson",701538,338,15.2,42.6,110.9,89.7,100.7,94.9,83.5,431,184,391.0,145,42.9,44,13.0,9.1,2025
"Baldwin, Drake",686948,337,6.5,33.8,112.5,91.7,102.2,95.3,88.9,433,156,398.0,167,49.6,37,11.0,8.3,2025
"Flores, Wilmer",527038,334,18.8,35.6,108.6,85.9,96.0,89.6,82.5,413,168,378.0,90,26.9,16,4.8,3.5,2025
"Vaughn, Andrew",683734,333,13.3,38.4,111.2,91.6,101.7,94.5,89.4,441,174,403.0,159,47.7,40,12.0,8.9,2025
"Lux, Gavin",666158,333,9.6,38.1,106.4,88.3,97.8,89.8,87.7,397,155,370.0,123,36.9,12,3.6,2.4,2025
"Freeman, Tyler",671289,332,7.9,30.4,109.6,90.1,99.7,90.9,89.9,434,141,410.0,134,40.4,7,2.1,1.6,2025
"Chapman, Matt",656305,332,15.7,34.0,113.5,92.2,102.9,94.5,93.6,450,169,399.0,158,47.6,33,9.9,6.2,2025
"Dubón, Mauricio",643289,331,13.1,30.8,110.8,84.5,95.6,88.1,83.3,402,151,384.0,87,26.3,4,1.2,1.0,2025
"Carpenter, Kerry",681481,329,21.0,37.4,109.5,91.4,101.2,95.3,87.2,437,192,391.0,154,46.8,41,12.5,8.8,2025
"Kepler, Max",596146,329,16.3,34.0,111.8,90.8,100.6,93.6,89.5,422,189,389.0,147,44.7,38,11.6,8.0,2025
"Santana, Carlos",467793,328,16.7,31.1,113.2,87.6,99.2,91.8,86.2,418,163,382.0,124,37.8,16,4.9,3.4,2025
"Moniak, Mickey",666160,327,17.4,37.6,111.8,89.7,101.4,93.8,83.5,452,198,411.0,148,45.3,45,13.8,9.8,2025
"Laureano, Ramón",657656,326,13.4,37.1,112.7,90.3,102.2,95.3,86.2,438,176,398.0,159,49.1,45,13.8,9.2,2025
"Dingler, Dillon",693307,326,15.8,42.3,110.7,90.0,101.1,93.7,86.9,411,174,389.0,149,45.7,30,9.2,6.4,2025
"Mullins, Cedric",656775,324,23.3,32.4,108.4,88.8,98.8,92.7,85.9,408,180,384.0,116,35.9,20,6.2,4.0,2025
"McMahon, Ryan",641857,323,13.9,35.3,113.6,93.3,102.9,95.9,89.8,467,177,415.0,163,50.5,39,12.1,6.7,2025
"Cronenworth, Jake",630105,323,14.9,31.6,109.1,88.5,99.2,92.1,85.9,435,164,396.0,126,39.0,20,6.2,3.9,2025
"Thomas, Alek",677950,321,4.2,27.7,110.6,89.6,100.7,93.2,87.3,440,137,401.0,126,39.3,25,7.8,5.3,2025
"Chisholm Jr., Jazz",665862,319,15.8,32.3,112.2,89.0,100.9,94.6,83.7,442,178,387.0,138,43.3,48,15.0,9.0,2025
"Keith, Colt",690993,316,13.3,41.1,110.0,90.0,100.6,94.5,84.3,450,184,390.0,138,43.7,29,9.2,6.2,2025
"Jeffers, Ryan",680777,316,15.0,33.5,111.0,89.3,100.8,93.5,87.0,448,174,411.0,133,42.1,20,6.3,4.3,2025
"Bader, Harrison",664056,315,12.7,33.0,112.3,87.2,100.6,94.6,82.4,446,159,390.0,127,40.3,32,10.2,6.4,2025
"Vientos, Mark",668901,313,11.5,33.5,110.4,91.4,101.9,96.3,86.7,427,168,394.0,158,50.5,36,11.5,7.8,2025
"Gonzales, Nick",693304,312,9.1,31.7,109.9,88.8,99.5,92.4,86.5,427,153,396.0,121,38.8,14,4.5,3.4,2025
"Heim, Jonah",641680,312,14.5,33.3,109.6,88.1,98.3,92.5,86.7,417,163,381.0,112,35.9,19,6.1,4.4,2025
"Báez, Javier",595879,311,11.4,30.2,110.0,88.2,99.2,91.4,87.2,421,157,391.0,124,39.9,17,5.5,3.9,2025
"Isbel, Kyle",664728,310,8.7,26.1,109.5,87.8,99.7,89.0,89.9,401,127,393.0,112,36.1,5,1.6,1.2,2025
"Herrera, Iván",671056,308,10.1,33.8,113.0,91.2,102.9,96.0,88.0,428,154,407.0,147,47.7,34,11.0,7.5,2025
"Smith, Cam",701358,306,8.9,34.6,113.9,87.9,100.5,91.8,84.4,446,154,395.0,125,40.8,21,6.9,4.3,2025
"Paredes, Isaac",670623,304,23.0,37.2,107.4,87.4,98.0,90.6,84.6,407,188,375.0,102,33.6,19,6.3,4.3,2025
"Shaw, Matt",807713,303,13.4,35.3,109.2,84.9,96.8,90.1,81.9,404,162,387.0,89,29.4,21,6.9,4.8,2025
"Pham, Tommy",502054,303,6.9,32.7,112.3,91.6,102.2,94.7,90.2,446,148,418.0,143,47.2,20,6.6,4.5,2025
"Cruz, Oneil",665833,302,8.1,31.5,122.9,95.8,107.3,99.4,93.5,463,165,410.0,171,56.6,54,17.9,9.9,2025
"Scott II, Victor",687363,300,15.2,34.3,106.7,86.1,96.8,89.6,82.9,421,154,397.0,78,26.0,11,3.7,2.4,2025
"Conforto, Michael",624424,300,12.9,34.3,112.9,89.9,100.9,94.1,86.4,431,169,408.0,132,44.0,29,9.7,6.0,2025
"Lewis, Royce",668904,298,16.7,33.2,113.7,89.8,100.4,92.8,87.9,451,176,402.0,120,40.3,26,8.7,6.5,2025
"Narváez, Carlos",665966,296,13.2,30.4,111.2,91.1,101.5,94.0,89.2,434,159,387.0,132,44.6,27,9.1,6.1,2025
"Quero, Edgar",700337,296,6.8,35.1,109.8,90.4,99.8,93.6,88.8,402,150,379.0,137,46.3,11,3.7,2.7,2025
"Seager, Corey",608369,295,11.6,34.2,112.4,92.9,103.9,96.7,88.8,434,180,400.0,158,53.6,45,15.3,10.1,2025
"Wells, Austin",669224,294,20.7,33.0,111.9,90.6,101.7,94.7,88.2,423,190,380.0,133,45.2,30,10.2,6.7,2025
"Kelly, Carson",608348,293,16.4,34.8,110.1,88.8,99.8,93.2,84.8,418,177,386.0,118,40.3,28,9.6,6.7,2025
"Castro, Willi",650489,292,11.2,36.6,111.9,86.7,99.4,91.3,82.2,439,168,392.0,109,37.3,19,6.5,4.2,2025
"Horwitz, Spencer",687462,292,15.6,38.7,107.3,87.4,98.1,90.8,85.3,421,176,403.0,105,36.0,24,8.2,5.8,2025
"Edman, Tommy",669242,291,11.8,33.3,108.6,88.3,99.4,91.0,87.2,423,157,392.0,116,39.9,13,4.5,3.4,2025
"Lowe, Josh",666139,290,9.3,34.1,109.2,88.6,99.4,93.1,85.0,423,153,392.0,114,39.6,17,5.9,3.9,2025
"Riley, Austin",663586,289,16.8,37.0,113.9,92.3,104.2,96.3,87.0,444,192,413.0,145,50.2,44,15.2,9.8,2025
"Baty, Brett",683146,288,5.8,32.6,115.6,90.7,102.7,95.9,86.9,455,148,399.0,135,46.9,37,12.8,8.6,2025
"O'Hoppe, Logan",681351,286,17.3,33.6,112.4,90.9,101.7,95.3,86.5,470,183,402.0,134,46.9,38,13.3,8.4,2025
"Bailey, Patrick",672275,286,15.6,34.6,109.8,88.2,98.9,91.5,85.3,414,173,379.0,104,36.4,16,5.6,3.5,2025
"Collins, Isaac",686555,285,12.2,34.4,111.2,88.8,99.9,91.5,88.6,393,156,374.0,111,38.9,14,4.9,3.2,2025
"Caratini, Victor",605170,285,12.5,34.7,110.1,88.7,100.0,92.9,85.5,423,168,387.0,116,40.7,22,7.7,5.7,2025
"Trout, Mike",545361,284,17.5,44.4,115.4,90.9,103.4,95.2,86.5,485,196,408.0,140,49.3,45,15.8,8.1,2025
"Allen, Nick",669397,283,13.3,29.3,104.4,84.8,94.9,87.3,84.4,382,138,,61,21.6,0,0.0,0.0,2025
"Hicks, Liam",689414,282,10.6,38.7,108.5,84.6,96.0,88.8,80.9,411,161,377.0,78,27.7,10,3.5,2.6,2025
"Meyers, Jake",676694,280,9.8,34.6,110.4,88.1,99.3,90.7,86.6,409,149,378.0,109,38.9,14,5.0,3.7,2025
"Sanoja, Javier",691594,280,10.8,31.4,107.3,88.5,98.3,90.7,88.6,402,149,379.0,98,35.0,5,1.8,1.5,2025
"Stowers, Kyle",669065,279,14.1,38.0,113.7,91.1,103.1,95.8,86.1,440,186,395.0,145,52.0,53,19.0,11.6,2025
"Hays, Austin",669720,279,14.6,31.9,109.2,88.8,99.4,92.8,84.7,429,168,396.0,107,38.4,29,10.4,7.0,2025
"Smith, Will",669257,278,18.4,41.7,110.1,91.3,101.3,94.5,87.1,435,202,399.0,131,47.1,34,12.2,7.8,2025
"Rocchio, Brayan",677587,276,11.0,33.3,109.6,88.0,98.3,90.6,86.3,393,162,385.0,98,35.5,9,3.3,2.3,2025
"Abreu, Wilyer",677800,276,23.0,31.5,111.7,90.8,102.4,94.5,87.5,430,196,400.0,124,44.9,34,12.3,8.2,2025
"Marsh, Brandon",669016,276,12.6,39.1,111.1,91.1,100.6,93.3,89.0,420,173,395.0,128,46.4,23,8.3,5.4,2025
"Arias, Gabriel",672356,275,6.1,33.5,112.8,90.2,102.4,97.6,83.8,440,150,415.0,119,43.3,31,11.3,6.6,2025
"Urías, Ramón",602104,274,13.2,33.6,109.4,89.2,99.7,94.8,84.4,410,162,381.0,114,41.8,22,8.0,5.6,2025
"Robert Jr., Luis",673357,274,18.2,34.7,115.8,89.4,101.3,93.6,86.2,441,177,387.0,114,41.6,28,10.2,6.5,2025
"Andujar, Miguel",609280,274,11.0,31.8,111.4,88.0,99.0,90.5,87.9,403,151,377.0,97,35.4,13,4.7,3.8,2025
"Kurtz, Nick",701762,272,15.3,39.0,114.6,92.7,104.0,97.7,86.1,493,201,404.0,139,51.1,50,18.4,10.2,2025
"Tovar, Ezequiel",678662,270,16.4,43.3,112.5,89.4,100.5,93.2,83.7,433,186,406.0,105,38.9,25,9.3,6.4,2025
"Domínguez, Jasson",691176,270,13.0,28.9,112.1,90.6,102.2,93.0,91.2,445,163,391.0,134,49.6,19,7.0,4.4,2025
"Lile, Daylen",695734,269,15.0,44.2,109.1,88.9,99.2,91.1,86.9,422,176,389.0,108,40.1,14,5.2,4.0,2025
"Naylor, Bo",666310,269,21.3,36.8,110.6,89.6,99.6,93.8,83.9,425,189,399.0,103,38.3,26,9.7,6.3,2025
"Young, Jacob",696285,269,3.8,26.8,107.0,87.6,98.3,91.2,85.6,393,123,387.0,92,34.2,5,1.9,1.4,2025
"Giménez, Andrés",665926,267,11.0,32.6,106.6,86.3,96.6,90.5,83.0,422,157,396.0,74,27.7,8,3.0,2.2,2025
"Rutschman, Adley",668939,267,13.7,33.7,111.3,89.4,99.4,92.8,86.3,436,172,395.0,103,38.6,20,7.5,5.5,2025
"Aranda, Jonathan",666018,266,14.5,42.1,111.4,93.0,102.7,95.4,91.0,467,179,398.0,144,54.5,34,12.8,8.1,2025
"Burger, Jake",669394,266,16.1,33.5,114.7,90.4,103.2,94.8,87.6,442,175,406.0,129,48.5,37,13.9,9.8,2025
"Schneemann, Daniel",682177,264,10.9,32.6,111.2,88.9,100.0,95.5,83.6,408,160,387.0,110,41.7,30,11.4,7.1,2025
"Pérez, Wenceel",672761,262,18.4,37.8,109.8,90.3,99.3,92.7,89.1,413,184,385.0,105,40.1,23,8.8,6.0,2025
"Fermin, Freddy",666023,261,14.2,28.4,108.3,89.1,98.5,90.9,89.5,406,147,382.0,89,34.1,11,4.2,3.2,2025
"Pagés, Pedro",686780,260,12.4,32.3,111.7,88.0,99.4,91.8,84.9,429,159,400.0,95,36.5,19,7.3,4.9,2025
"Clemens, Kody",665019,259,16.7,35.9,109.8,91.5,102.2,96.9,84.0,451,193,392.0,125,48.3,31,12.0,8.0,2025
"Profar, Jurickson",595777,259,20.0,27.0,109.1,89.0,99.6,92.2,89.3,437,175,390.0,104,40.3,19,7.3,5.1,2025
"Triolo, Jared",669707,259,14.7,34.4,108.9,89.0,99.3,91.1,88.4,422,169,405.0,99,38.2,16,6.2,4.3,2025
"Marte, Noelvi",682622,256,12.7,32.0,116.7,88.5,100.0,91.4,87.3,444,157,406.0,93,36.3,23,9.0,6.4,2025
"Iglesias, Jose",578428,256,3.9,27.0,109.5,84.0,96.1,89.1,82.5,409,118,391.0,73,28.5,5,2.0,1.5,2025
"Tauchman, Mike",643565,250,16.5,35.6,111.1,89.0,99.6,92.3,85.6,429,177,378.0,97,38.8,17,6.8,4.4,2025
"Westburg, Jordan",676059,249,14.1,30.1,111.8,90.2,101.3,94.6,86.8,461,172,397.0,108,43.4,28,11.2,8.0,2025
"Jones, Nolan",666134,246,13.0,35.8,112.7,90.8,101.5,94.5,88.1,428,165,413.0,115,46.7,21,8.5,5.2,2025
"Mountcastle, Ryan",663624,240,9.1,37.5,116.7,90.7,101.7,95.3,86.6,434,165,404.0,113,47.1,28,11.7,7.8,2025
"Taylor, Tyrone",621438,239,19.4,40.2,109.5,86.5,98.3,89.0,87.0,407,171,402.0,84,35.1,9,3.8,2.6,2025
"Gonzalez, Romy",663853,239,5.5,33.5,112.6,93.3,104.2,96.6,90.8,457,152,413.0,137,57.3,30,12.6,8.8,2025
"Walker, Jordan",691023,238,10.3,29.0,117.9,92.3,104.4,96.0,92.6,434,154,415.0,119,50.0,26,10.9,6.6,2025
"Acuña Jr., Ronald",660670,236,13.3,30.9,115.5,92.7,105.0,95.9,90.8,468,171,419.0,124,52.5,37,15.7,9.0,2025
"Muncy, Max",571970,235,19.6,37.4,110.5,91.3,101.9,95.2,84.6,433,200,400.0,121,51.5,32,13.6,8.2,2025
"Schmitt, Casey",669477,233,19.2,40.3,111.6,89.5,100.7,93.6,84.6,423,190,394.0,102,43.8,21,9.0,6.0,2025
"Wallner, Matt",670242,224,21.1,33.9,113.8,91.0,102.8,96.0,85.3,452,188,406.0,102,45.5,31,13.8,7.9,2025
"Caballero, José",676609,222,17.4,36.5,114.4,86.0,97.8,90.4,81.4,423,164,369.0,68,30.6,13,5.9,3.5,2025
"Gorman, Nolan",669357,219,22.3,38.8,111.6,89.6,100.5,93.8,82.6,433,209,409.0,90,41.1,20,9.1,5.0,2025
"Bleday, JJ",668709,217,20.5,29.5,109.9,88.7,99.5,93.2,86.9,428,178,386.0,84,38.7,17,7.8,4.9,2025
"Cowser, Colton",681297,199,13.8,32.7,113.7,90.9,101.6,96.2,85.7,455,177,405.0,91,46.0,28,14.1,7.8,2025
"Stephenson, Tyler",663886,187,12.9,42.2,107.9,90.5,100.9,94.9,85.0,435,191,387.0,92,49.2,27,14.4,7.9,2025
