"last_name, first_name",player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,year
"Mancini, Trey",641820,389,12.7,39.6,111.8,89.5,100.1,93.3,86.6,438,179,385.0,157,40.4,38,9.8,6.5,2022
"Turner, Justin",457759,387,18.4,40.6,108.9,89.5,99.0,92.2,85.8,414,191,393.0,157,40.6,31,8.0,5.8,2022
"Iglesias, Jose",578428,386,6.0,30.6,109.9,83.8,95.6,84.5,84.3,432,129,404.0,107,27.7,2,0.5,0.4,2022
"Giménez, Andrés",665926,386,11.7,30.8,109.9,87.8,99.0,92.5,85.5,422,146,398.0,146,37.8,24,6.2,4.3,2022
"Hayes, Ke'Bryan",663647,385,5.2,30.6,113.0,91.0,102.3,93.0,91.4,425,142,395.0,180,46.8,15,3.9,2.7,2022
"Espinal, Santiago",669289,385,14.1,33.8,107.5,86.1,96.8,88.5,86.6,407,152,383.0,122,31.7,13,3.4,2.6,2022
"Lopez, Nicky",670032,384,4.9,31.0,106.7,84.9,94.9,88.9,83.1,396,126,,88,22.9,6,1.6,1.3,2022
"Grichuk, Randal",545341,381,8.7,27.3,111.6,90.0,101.6,93.2,88.7,462,153,411.0,166,43.6,26,6.8,4.8,2022
"Ward, Taylor",621493,380,15.8,41.8,112.6,90.0,100.2,93.7,86.8,425,193,405.0,163,42.9,47,12.4,8.3,2022
"Schwarber, Kyle",656941,379,19.2,35.4,114.8,93.3,104.8,99.3,87.0,468,200,412.0,206,54.4,76,20.1,11.4,2022
"Schoop, Jonathan",570731,378,9.7,29.1,111.6,87.0,100.0,92.1,84.8,430,147,391.0,146,38.6,18,4.8,3.5,2022
"Naylor, Josh",647304,374,10.3,28.9,113.0,89.4,101.1,94.4,86.5,421,151,393.0,160,42.8,32,8.6,6.4,2022
"McMahon, Ryan",641857,374,10.8,36.1,113.7,91.7,102.1,95.4,87.4,495,173,425.0,174,46.5,39,10.4,6.5,2022
"Chapman, Matt",656305,373,19.0,34.0,112.7,92.2,102.9,96.3,90.2,432,186,404.0,191,51.2,48,12.9,7.7,2022
"Gurriel Jr., Lourdes",666971,372,10.9,34.7,109.5,90.6,100.4,93.3,89.6,431,158,397.0,170,45.7,14,3.8,2.8,2022
"Escobar, Eduardo",500871,372,20.6,38.7,111.5,88.3,99.3,92.6,83.0,432,197,395.0,140,37.6,35,9.4,6.5,2022
"Alvarez, Yordan",670541,371,12.3,40.7,117.4,95.2,105.7,98.1,91.7,469,196,405.0,222,59.8,78,21.0,13.9,2022
"Thomas, Lane",657041,371,12.5,32.6,110.1,86.4,98.4,93.0,82.9,431,152,392.0,128,34.5,24,6.5,4.4,2022
"Marte, Starling",516782,369,7.5,38.5,113.3,86.8,99.2,91.9,82.9,444,146,405.0,125,33.9,25,6.8,5.0,2022
"Canha, Mark",592192,369,10.9,32.2,108.0,87.7,98.3,91.0,86.1,423,152,394.0,135,36.6,18,4.9,3.3,2022
"Rodríguez, Julio",677594,367,10.1,32.7,117.2,92.0,103.7,96.2,89.5,450,161,397.0,186,50.7,48,13.1,8.6,2022
"Rizzo, Anthony",519203,366,19.3,33.6,113.3,89.4,99.6,93.5,85.3,435,190,393.0,149,40.8,40,10.9,7.3,2022
"Bellinger, Cody",641355,360,20.3,34.4,107.3,89.4,98.1,92.3,86.3,431,184,393.0,137,38.1,30,8.3,5.5,2022
"Renfroe, Hunter",592669,358,17.7,32.4,112.5,90.5,101.6,94.6,88.3,447,180,407.0,156,43.6,39,10.9,7.5,2022
"Winker, Jesse",608385,356,16.8,31.7,110.0,87.7,98.7,90.3,87.5,446,163,407.0,122,34.3,27,7.6,4.9,2022
"Rojas, Josh",668942,355,11.9,33.2,109.1,88.8,98.1,92.0,85.0,430,163,398.0,128,36.1,16,4.5,3.1,2022
"Brown, Seth",664913,355,15.8,34.9,112.9,89.2,101.7,94.1,84.9,452,185,403.0,147,41.4,46,13.0,8.3,2022
"Miranda, Jose",669304,354,13.8,34.2,109.4,89.3,99.8,93.8,86.3,428,164,387.0,150,42.4,22,6.2,4.6,2022
"Mateo, Jorge",622761,352,14.8,35.5,111.3,86.8,98.6,91.2,83.4,412,168,393.0,115,32.7,21,6.0,3.9,2022
"Suárez, Eugenio",553993,352,19.9,36.4,111.4,89.8,100.7,94.5,83.1,441,199,403.0,153,43.5,52,14.8,8.3,2022
"Ozuna, Marcell",542303,352,16.5,31.8,113.9,89.4,101.8,95.0,84.4,458,178,414.0,154,43.8,46,13.1,9.1,2022
"Yastrzemski, Mike",573262,351,19.9,36.2,109.7,89.9,99.8,93.5,86.7,430,184,400.0,149,42.5,39,11.1,7.0,2022
"Aguilar, Jesús",542583,350,19.1,39.7,108.1,87.7,98.5,91.0,85.4,439,190,402.0,126,36.0,24,6.9,4.7,2022
"Wong, Kolten",543939,349,14.0,33.2,109.7,87.0,97.7,89.8,85.7,415,158,382.0,124,35.5,19,5.4,3.8,2022
"Ruiz, Keibert",660688,347,14.9,36.0,109.4,88.0,97.3,90.7,86.1,424,172,394.0,112,32.3,13,3.7,3.0,2022
"Hernández, Teoscar",606192,347,11.6,36.3,114.1,92.6,103.4,98.3,87.0,464,173,410.0,185,53.3,52,15.0,9.7,2022
"Castro, Harold",605612,346,11.4,41.6,107.3,87.0,97.1,92.3,81.1,423,165,393.0,115,33.3,21,6.1,4.7,2022
"Santana, Carlos",467793,345,15.4,31.6,111.3,90.7,101.0,93.7,89.7,434,170,401.0,155,44.9,32,9.3,6.3,2022
"Acuña Jr., Ronald",660670,344,10.8,32.8,116.6,91.2,103.8,95.6,88.0,464,154,428.0,171,49.7,44,12.8,8.3,2022
"Carlson, Dylan",666185,342,12.9,35.7,109.2,86.1,96.3,90.7,81.2,431,168,401.0,93,27.2,15,4.4,3.1,2022
"Perdomo, Geraldo",672695,342,12.1,28.1,104.7,85.0,95.3,89.1,83.3,417,132,395.0,86,25.1,7,2.0,1.4,2022
"Stott, Bryson",681082,340,13.1,29.4,108.4,88.1,98.0,90.9,87.5,415,149,384.0,125,36.8,15,4.4,3.2,2022
"Miller, Owen",680911,340,10.1,35.0,109.1,85.8,97.3,90.3,82.2,423,155,393.0,106,31.2,12,3.5,2.5,2022
"Perez, Salvador",521692,339,17.8,34.8,112.5,91.4,101.5,95.2,87.6,454,190,407.0,166,49.0,38,11.2,8.0,2022
"Dozier, Hunter",641531,338,13.1,33.1,110.7,88.5,100.0,93.1,85.2,429,165,398.0,130,38.5,26,7.7,5.2,2022
"Melendez, MJ",669004,336,15.1,31.0,110.8,90.7,100.6,94.4,87.6,437,176,412.0,146,43.5,35,10.4,6.6,2022
"Donaldson, Josh",518626,336,12.0,34.8,111.7,90.7,101.0,95.2,86.3,429,165,398.0,145,43.3,33,9.8,6.0,2022
"Ramírez, Harold",623912,335,4.8,32.2,113.7,88.5,101.1,91.6,87.7,432,139,367.0,138,41.2,16,4.8,3.7,2022
"Tapia, Raimel",606132,334,4.0,27.5,111.7,87.6,99.7,91.0,85.9,441,130,397.0,127,38.0,17,5.1,3.9,2022
"Cruz, Nelson",443558,332,7.2,28.0,113.8,90.9,102.3,94.2,89.3,440,139,408.0,153,46.1,31,9.3,6.1,2022
"Vázquez, Christian",543877,332,10.7,36.1,109.5,87.9,97.8,91.2,86.1,419,156,389.0,121,36.4,17,5.1,4.0,2022
"Peralta, David",444482,331,15.1,35.0,113.0,90.3,101.2,93.4,89.3,452,180,411.0,147,44.4,28,8.5,5.7,2022
"Muncy, Max",571970,329,20.9,34.3,111.2,90.3,100.5,96.0,81.7,443,202,391.0,150,45.6,44,13.4,7.8,2022
"Lux, Gavin",666158,329,6.8,34.0,108.1,88.0,98.9,93.3,83.8,431,148,411.0,131,39.8,20,6.1,4.2,2022
"Voit, Luke",572228,327,18.4,34.6,111.3,89.8,101.4,95.4,80.6,452,191,406.0,145,44.3,48,14.7,8.5,2022
"Kepler, Max",596146,326,11.2,31.9,113.8,89.1,100.1,92.8,86.7,423,156,399.0,130,39.9,23,7.1,5.2,2022
"Candelario, Jeimer",600869,324,13.5,37.0,111.3,87.2,98.4,93.0,82.8,445,163,400.0,112,34.6,27,8.3,5.8,2022
"Donovan, Brendan",680977,324,6.0,32.7,107.0,87.7,98.1,91.4,85.4,418,141,391.0,122,37.7,11,3.4,2.4,2022
"Odor, Rougned",596059,321,21.5,30.2,109.7,87.8,98.2,92.9,84.6,431,176,401.0,107,33.3,21,6.5,4.4,2022
"Heim, Jonah",641680,321,17.0,29.6,112.4,89.3,99.4,92.6,89.1,427,168,385.0,128,39.9,22,6.9,4.9,2022
"Daza, Yonathan",602074,320,4.6,33.8,106.0,84.8,95.2,86.9,83.7,422,132,408.0,80,25.0,6,1.9,1.5,2022
"Harrison, Josh",543281,319,14.7,32.0,106.0,87.4,96.8,89.8,86.5,414,160,381.0,103,32.3,12,3.8,2.8,2022
"Hosmer, Eric",543333,317,3.1,29.3,112.9,88.4,101.2,91.4,88.2,412,124,395.0,126,39.7,18,5.7,4.3,2022
"Rutschman, Adley",668939,315,15.6,35.6,110.9,87.9,99.0,93.0,84.3,439,175,396.0,116,36.8,25,7.9,5.3,2022
"Contreras, Willson",575929,315,8.5,30.2,116.2,90.4,103.2,97.1,86.4,453,149,401.0,151,48.6,33,10.5,6.8,2022
"Crawford, Brandon",543063,313,12.3,31.0,109.0,88.1,97.9,92.1,85.7,418,154,392.0,110,35.1,21,6.7,4.6,2022
"Urías, Ramón",602104,312,11.0,31.7,110.0,89.4,100.7,94.0,86.9,432,153,404.0,145,46.5,30,9.6,6.7,2022
"Urías, Luis",649966,312,18.0,34.3,109.7,87.3,98.0,91.1,83.9,428,178,395.0,110,35.3,26,8.3,5.5,2022
"Thomas, Alek",677950,312,2.6,27.9,111.3,87.4,98.7,91.8,85.5,432,123,394.0,108,34.6,12,3.8,2.9,2022
"Taylor, Michael A.",572191,310,12.1,33.2,109.4,86.3,98.0,90.8,82.7,432,165,400.0,102,32.9,21,6.8,4.6,2022
"Grisham, Trent",663757,310,15.1,24.2,111.1,88.3,99.5,93.9,84.7,457,155,398.0,110,35.5,25,8.1,4.8,2022
"Gordon, Nick",624503,309,12.5,36.6,110.7,90.6,99.9,95.1,85.4,422,175,404.0,138,44.7,29,9.4,6.5,2022
"Harris II, Michael",671739,308,4.5,32.8,112.8,89.5,102.6,95.8,86.0,439,139,402.0,139,45.1,31,10.1,7.0,2022
"Joe, Connor",656582,308,10.6,35.1,110.1,85.3,97.6,89.3,83.4,444,155,399.0,104,33.8,14,4.5,3.0,2022
"d'Arnaud, Travis",518595,306,11.8,35.0,112.3,88.5,99.6,92.2,85.3,433,162,401.0,119,38.9,26,8.5,6.1,2022
"Robert Jr., Luis",673357,304,10.0,32.6,117.8,89.3,101.5,93.4,86.5,452,160,410.0,130,42.8,27,8.9,6.7,2022
"Cabrera, Miguel",408234,301,5.0,35.2,111.0,89.9,99.4,91.4,88.9,426,140,399.0,115,38.2,14,4.7,3.2,2022
"Wendle, Joey",621563,301,3.0,27.9,107.6,87.5,98.0,89.5,86.6,410,133,386.0,109,36.2,5,1.7,1.3,2022
"Trout, Mike",545361,300,24.6,37.7,114.4,91.6,104.1,94.8,86.7,490,219,409.0,153,51.0,59,19.7,11.8,2022
"Senzel, Nick",669222,300,11.7,35.0,109.5,87.2,97.7,90.6,85.8,421,154,387.0,101,33.9,10,3.3,2.4,2022
"Cooper, Garrett",643265,300,8.8,39.0,112.6,89.6,101.3,94.3,84.3,446,170,410.0,131,43.7,32,10.7,6.8,2022
"Franco, Maikel",596748,299,11.5,33.1,112.1,87.0,98.8,91.0,85.9,428,153,409.0,103,34.4,14,4.7,3.6,2022
"Segura, Jean",516416,297,4.3,28.3,111.0,87.6,99.5,91.9,86.9,411,124,382.0,114,38.4,13,4.4,3.4,2022
"Nola, Austin",543592,297,12.0,35.4,109.1,89.4,99.0,91.1,89.5,401,165,395.0,118,39.7,7,2.4,1.8,2022
"Sheets, Gavin",657757,294,14.8,32.3,109.7,88.6,98.9,92.0,87.4,422,168,392.0,106,36.1,19,6.5,4.6,2022
"Hernández, Enrique",571771,294,17.3,33.3,112.3,87.8,98.8,92.6,85.3,395,161,373.0,103,35.0,17,5.8,4.2,2022
"India, Jonathan",663697,292,14.5,35.6,111.3,85.1,97.4,88.6,82.8,447,159,399.0,84,28.8,14,4.8,3.2,2022
"Walls, Taylor",670764,291,16.6,32.6,105.7,86.3,96.1,91.1,81.1,406,171,382.0,83,28.5,18,6.2,3.9,2022
"Harper, Bryce",547180,290,11.8,37.2,114.3,92.1,103.0,95.8,87.9,460,176,404.0,139,47.9,37,12.8,8.7,2022
"Suzuki, Seiya",673548,290,11.2,36.9,111.3,89.6,100.2,92.5,87.5,436,171,397.0,119,41.3,32,11.0,7.2,2022
"Gonzalez, Oscar",660757,289,5.4,32.5,113.3,88.6,101.0,93.6,85.8,433,146,397.0,116,40.1,21,7.3,5.5,2022
"Wisdom, Patrick",621550,289,21.0,29.8,112.6,90.7,102.2,97.7,83.7,461,184,407.0,133,46.3,41,14.2,7.7,2022
"Sánchez, Gary",596142,288,14.0,29.2,115.1,90.5,103.2,95.9,87.3,473,167,412.0,142,49.3,39,13.5,8.3,2022
"Castro, Willi",650489,287,13.9,35.5,111.7,84.8,97.2,87.9,85.4,408,155,379.0,90,31.4,10,3.5,2.6,2022
"Grossman, Robbie",543257,286,21.1,38.5,105.8,86.7,96.2,90.8,80.6,418,190,382.0,87,30.4,10,3.5,2.1,2022
"Franco, Wander",677551,285,8.2,35.1,112.4,87.3,98.4,91.5,84.8,417,148,385.0,102,35.8,13,4.6,3.8,2022
"Moncada, Yoán",660162,285,15.7,35.1,111.5,88.7,99.5,92.7,84.9,437,178,410.0,107,37.5,28,9.8,6.5,2022
"Walsh, Jared",665120,285,10.7,34.0,112.1,90.1,100.9,94.1,87.8,427,159,387.0,121,42.5,27,9.5,5.9,2022
"Reyes, Franmil",614177,284,9.9,27.8,112.4,92.0,102.1,96.5,89.0,419,158,387.0,130,45.8,32,11.3,6.8,2022
"Polanco, Jorge",593871,284,21.7,37.3,111.0,89.0,99.9,93.1,83.1,451,196,402.0,110,38.7,29,10.2,6.5,2022
"Pederson, Joc",592626,284,14.8,34.2,112.8,93.2,103.3,96.4,90.5,441,192,407.0,148,52.1,43,15.1,9.9,2022
"García Jr., Luis",671277,281,5.5,37.4,113.4,87.3,99.0,94.2,81.6,442,149,412.0,103,36.7,21,7.5,5.6,2022
"Chavis, Michael",656308,279,11.1,33.0,111.3,85.4,99.5,92.2,81.3,424,157,398.0,108,38.7,21,7.5,4.9,2022
"Hicks, Aaron",543305,278,14.8,25.2,109.6,87.9,98.1,92.1,85.5,412,153,397.0,92,33.1,16,5.8,3.5,2022
"Robles, Victor",645302,277,15.8,28.2,109.7,84.6,96.2,88.4,82.6,413,143,391.0,66,23.8,9,3.2,2.2,2022
"Anderson, Tim",641313,277,3.3,37.5,108.7,88.2,99.0,92.7,84.9,411,138,385.0,114,41.2,16,5.8,4.6,2022
"Gamel, Ben",592325,274,11.3,37.6,109.2,88.8,99.3,91.5,86.8,418,166,390.0,103,37.6,17,6.2,4.0,2022
"Trevino, Jose",624431,274,13.0,31.0,109.4,87.9,98.4,91.5,85.1,423,164,393.0,96,35.0,14,5.1,4.0,2022
"Taylor, Tyrone",621438,274,16.9,34.7,109.3,88.0,99.2,92.9,83.2,435,181,404.0,103,37.6,27,9.9,6.7,2022
"Vogelbach, Daniel",596129,273,15.8,38.1,110.9,89.4,99.8,93.4,85.5,433,184,400.0,109,39.9,29,10.6,6.3,2022
"Díaz, Elias",553869,272,11.1,28.3,111.8,88.4,100.1,92.7,87.5,445,155,411.0,107,39.3,16,5.9,4.2,2022
"Marsh, Brandon",669016,272,10.9,40.8,109.0,89.2,99.6,92.6,85.0,449,170,403.0,104,38.2,20,7.4,4.3,2022
"Berti, Jon",542932,270,4.7,30.7,109.1,88.0,98.8,92.0,85.4,407,140,392.0,100,37.0,16,5.9,4.0,2022
"Margot, Manuel",622534,269,10.2,30.9,110.4,89.5,100.0,92.1,89.9,416,141,400.0,102,37.9,10,3.7,2.8,2022
"Bradley Jr., Jackie",598265,269,7.4,29.4,107.6,87.6,98.1,93.7,83.4,408,140,387.0,100,37.2,13,4.8,3.5,2022
"Stallings, Jacob",607732,266,12.9,33.5,109.5,86.7,96.7,89.2,86.0,398,159,381.0,86,32.3,9,3.4,2.3,2022
"Paredes, Isaac",670623,266,15.8,27.4,110.4,87.4,98.4,92.5,84.7,411,166,389.0,103,38.7,17,6.4,4.5,2022
"Stanton, Giancarlo",519317,264,10.8,26.9,119.8,95.0,107.8,98.4,94.4,457,163,402.0,138,52.3,51,19.3,11.3,2022
"Torkelson, Spencer",679529,263,15.0,35.4,111.5,90.5,100.7,93.6,88.6,434,171,403.0,110,41.8,22,8.4,5.4,2022
"Toro, Abraham",647351,263,16.7,31.2,108.2,87.0,97.2,90.5,83.9,429,167,395.0,78,29.7,18,6.8,5.1,2022
"Vierling, Matt",663837,261,12.0,35.2,112.1,91.2,101.2,92.3,92.4,432,162,407.0,123,47.1,13,5.0,3.6,2022
"Greene, Riley",682985,259,2.8,32.0,112.1,89.5,102.1,95.6,85.1,448,137,412.0,117,45.2,24,9.3,5.7,2022
"Pujols, Albert",405395,258,16.4,34.5,111.7,91.2,102.1,96.0,89.0,443,177,406.0,122,47.3,31,12.0,8.8,2022
"Calhoun, Kole",594777,255,15.4,40.4,109.9,90.8,100.9,95.6,87.1,425,178,392.0,123,48.2,25,9.8,5.9,2022
"McCormick, Chas",676801,254,12.8,33.1,109.9,88.1,98.9,93.3,81.7,443,172,389.0,99,39.0,26,10.2,6.4,2022
"Raleigh, Cal",663728,253,22.5,36.0,114.0,90.9,101.2,94.8,85.9,444,209,395.0,110,43.5,39,15.4,9.4,2022
"Ortega, Rafael",542364,250,17.1,37.6,108.4,87.2,97.4,90.0,85.3,428,178,384.0,84,33.7,12,4.8,3.2,2022
"García, Avisaíl",541645,250,2.8,27.6,116.8,88.7,101.5,94.5,84.9,443,138,408.0,112,44.8,16,6.4,4.2,2022
"Kelly, Carson",608348,250,14.7,33.2,109.4,87.7,98.4,90.8,85.8,426,168,413.0,92,36.8,13,5.2,3.7,2022
"Grandal, Yasmani",518735,250,12.1,30.0,110.2,90.0,99.5,91.7,90.3,408,155,383.0,100,40.0,12,4.8,3.2,2022
"McCarthy, Jake",664983,249,8.0,32.1,108.3,87.4,98.2,90.3,85.8,451,141,402.0,83,33.3,12,4.8,3.4,2022
"Rivera, Emmanuel",656896,248,9.8,32.3,110.9,90.4,100.0,93.7,87.9,441,161,409.0,95,38.3,23,9.3,6.4,2022
"Morel, Christopher",666624,247,9.1,30.0,112.9,89.6,101.8,95.6,85.7,440,153,404.0,98,40.3,33,13.4,7.8,2022
"Pinder, Chad",640461,246,9.7,33.3,109.8,87.5,100.1,92.6,84.6,415,150,393.0,100,40.7,16,6.5,4.2,2022
"Taylor, Chris",621035,245,20.4,40.4,108.5,87.4,98.7,91.8,80.6,441,191,398.0,93,38.0,25,10.2,5.5,2022
"De La Cruz, Bryan",650559,243,9.8,43.6,111.2,90.8,101.4,94.8,86.5,434,177,395.0,115,47.3,29,11.9,8.2,2022
"Laureano, Ramón",657656,242,14.9,28.9,110.2,88.7,100.0,94.1,85.6,429,165,399.0,93,38.4,28,11.6,7.3,2022
"González, Luis",670768,241,10.8,27.0,109.7,86.8,97.6,91.5,83.1,415,152,401.0,76,31.7,6,2.5,1.7,2022
"Story, Trevor",596115,239,17.8,36.0,113.4,88.9,100.6,93.0,86.1,428,179,391.0,97,40.6,27,11.3,6.8,2022
"Anderson, Brian",605119,238,7.7,31.1,112.0,88.7,100.4,95.8,83.0,445,149,405.0,100,42.0,23,9.7,6.0,2022
"O'Neill, Tyler",641933,238,13.6,36.6,110.3,89.8,101.0,96.1,82.9,423,172,405.0,103,43.3,27,11.3,7.0,2022
"Choi, Ji Man",596847,236,10.6,37.3,111.1,92.2,101.3,94.7,91.1,431,166,390.0,112,47.5,28,11.9,6.7,2022
"Celestino, Gilberto",665482,236,-1.9,27.1,107.6,87.3,98.3,92.8,84.1,400,114,393.0,81,34.3,6,2.5,1.7,2022
"Maldonado, Martín",455117,234,14.7,30.8,109.2,88.4,99.0,92.3,85.2,442,171,400.0,94,40.2,19,8.1,5.0,2022
"Contreras, William",661388,232,6.1,31.9,115.2,90.4,102.3,97.2,85.3,445,155,408.0,108,46.6,31,13.4,8.2,2022
"Ruf, Darin",573131,232,14.8,34.5,112.1,89.2,100.5,94.0,85.7,429,170,397.0,94,40.5,20,8.6,5.2,2022
"Taveras, Leody",665750,230,12.0,28.7,112.9,89.3,99.3,90.4,90.4,428,149,391.0,83,36.1,10,4.3,2.9,2022
"Haase, Eric",606992,229,17.0,32.3,109.9,87.7,100.5,94.0,82.9,444,168,391.0,97,42.4,20,8.7,5.7,2022
"Buxton, Byron",621439,225,21.4,34.2,113.5,92.9,103.8,97.4,88.3,469,194,410.0,113,50.2,37,16.4,9.7,2022
"Votto, Joey",458015,225,14.2,32.9,111.9,89.7,100.4,95.8,84.0,418,167,387.0,92,41.3,25,11.1,6.6,2022
"Nootbaar, Lars",663457,224,10.7,30.4,113.0,91.7,101.8,96.0,88.8,452,167,401.0,103,46.0,27,12.1,7.8,2022
"Stassi, Max",545358,223,9.5,26.0,107.5,88.6,99.0,94.1,86.2,424,145,397.0,88,39.5,21,9.4,5.6,2022
"Sánchez, Jesús",660821,222,11.0,25.7,114.7,89.5,101.7,95.3,86.5,496,153,413.0,90,40.5,22,9.9,6.4,2022
"Suwinski, Jack",669261,213,14.3,26.3,112.4,88.3,100.2,94.6,82.4,443,172,395.0,86,40.4,26,12.2,7.0,2022
"Velazquez, Andrew",623205,212,8.2,31.1,109.1,88.0,98.8,93.3,83.1,402,146,380.0,72,34.0,14,6.6,4.0,2022
"Cruz, Oneil",665833,206,8.3,30.6,122.4,91.9,104.7,97.2,88.8,437,152,411.0,95,46.1,32,15.5,8.9,2022
"Dalbec, Bobby",666915,203,15.2,32.0,113.9,90.3,101.2,93.3,87.4,436,177,396.0,93,45.8,24,11.8,6.8,2022
"Davis, J.D.",605204,198,12.3,34.8,112.7,92.4,104.0,98.5,88.4,444,171,407.0,111,56.1,32,16.2,8.8,2022
"Gallo, Joey",608336,188,23.8,29.3,113.0,89.6,103.2,97.0,74.8,438,195,405.0,95,50.5,33,17.6,8.0,2022
"Kwan, Steven",680757,570,10.7,37.4,105.2,86.0,94.1,87.6,85.2,407,149,386.0,107,18.8,6,1.1,0.8,2023
"Semien, Marcus",543760,565,19.1,37.5,108.6,88.4,98.1,91.2,85.2,433,194,393.0,209,37.0,37,6.5,4.9,2023
"Acuña Jr., Ronald",660670,562,7.4,33.6,121.2,94.7,106.4,98.4,91.6,470,162,420.0,310,55.2,86,15.3,11.7,2023
"Arraez, Luis",650333,544,11.5,44.7,104.0,88.3,95.7,90.4,85.8,410,168,381.0,140,25.7,19,3.5,3.1,2023
"Ramírez, José",608070,544,18.0,36.8,111.6,90.0,100.1,92.2,90.6,431,179,402.0,220,40.4,38,7.0,5.5,2023
"Hoerner, Nico",663538,542,10.5,33.2,109.2,86.6,97.3,89.2,86.5,404,147,380.0,181,33.4,10,1.8,1.5,2023
"Bregman, Alex",608324,537,17.6,35.8,107.5,88.6,98.1,91.9,87.1,416,183,381.0,205,38.2,29,5.4,4.0,2023
"Witt Jr., Bobby",677951,529,15.7,34.4,113.8,90.7,102.1,94.4,88.3,442,180,411.0,241,45.6,61,11.5,8.8,2023
"McNeil, Jeff",643446,526,14.4,31.9,109.0,86.0,96.0,89.7,84.7,400,154,376.0,144,27.4,7,1.3,1.1,2023
"Freeman, Freddie",518692,521,15.2,46.6,110.6,90.0,100.6,93.5,85.1,442,190,400.0,220,42.2,58,11.1,7.9,2023
"Guerrero Jr., Vladimir",665489,506,10.5,32.4,116.7,92.1,104.1,95.3,91.3,450,160,404.0,249,49.2,56,11.1,8.2,2023
"Torres, Gleyber",650402,504,15.1,37.1,112.4,89.7,99.6,93.4,85.6,454,178,394.0,203,40.3,40,7.9,6.0,2023
"Albies, Ozzie",645277,497,16.6,37.4,110.7,88.7,98.7,92.8,84.3,425,187,388.0,194,39.0,41,8.2,6.2,2023
"Stott, Bryson",681082,494,10.1,36.4,108.0,88.1,97.4,91.3,86.3,424,156,386.0,174,35.2,23,4.7,3.6,2023
"Rutschman, Adley",668939,492,12.6,37.0,111.1,88.4,99.6,92.7,84.2,461,168,400.0,190,38.6,37,7.5,5.4,2023
"Bogaerts, Xander",593428,492,7.9,28.3,111.4,87.6,98.5,92.1,85.0,455,148,396.0,170,34.6,30,6.1,4.5,2023
"Tucker, Kyle",663656,492,14.8,35.4,110.1,90.2,100.8,93.7,86.5,447,189,397.0,226,45.9,52,10.6,7.7,2023
"Springer, George",543807,491,12.0,32.2,115.9,88.3,100.3,92.5,85.9,440,160,392.0,196,39.9,38,7.7,5.6,2023
"Turner, Trea",607208,490,13.0,36.1,110.8,89.9,100.3,93.8,86.1,424,177,397.0,207,42.2,41,8.4,5.9,2023
"Meneses, Joey",608841,484,9.4,32.9,110.8,89.4,99.9,92.9,88.2,428,149,394.0,202,41.7,26,5.4,4.0,2023
"Betts, Mookie",605141,482,20.6,42.5,110.1,92.4,100.9,95.7,87.2,436,215,396.0,234,48.5,60,12.4,8.7,2023
"Rodríguez, Julio",677594,481,8.5,31.8,116.7,92.7,104.1,96.5,90.1,454,158,394.0,250,52.0,57,11.9,8.0,2023
"Benintendi, Andrew",643217,477,14.5,40.7,109.1,86.6,95.5,89.0,84.3,402,170,383.0,129,27.0,14,2.9,2.3,2023
"Riley, Austin",663586,475,13.5,35.2,116.1,92.3,103.4,96.6,88.3,473,180,414.0,233,49.2,66,13.9,9.2,2023
"Lindor, Francisco",596019,472,19.2,35.8,112.4,91.2,100.8,94.5,89.2,439,187,398.0,207,43.9,49,10.4,7.1,2023
"France, Ty",664034,471,13.7,36.9,112.7,87.5,99.3,91.3,85.2,437,160,397.0,182,38.6,32,6.8,4.8,2023
"Bohm, Alec",664761,470,11.1,35.1,109.3,89.4,100.4,92.2,88.1,444,165,403.0,196,41.7,27,5.7,4.4,2023
"Ruiz, Keibert",660688,467,15.3,39.4,110.1,87.4,97.3,91.2,85.8,431,170,389.0,149,31.9,27,5.8,4.8,2023
"Arenado, Nolan",571448,467,16.9,33.0,110.3,88.8,99.3,92.8,86.0,429,167,393.0,178,38.1,34,7.3,5.6,2023
"Marte, Ketel",606466,465,10.7,30.8,117.1,91.1,101.6,93.6,90.3,453,159,399.0,199,42.8,37,8.0,5.7,2023
"Walker, Christian",572233,463,15.8,32.6,114.3,88.0,100.6,91.7,85.0,459,175,403.0,187,40.4,53,11.4,8.0,2023
"Lowe, Nathaniel",663993,461,7.2,36.7,111.2,89.8,101.1,93.3,87.5,430,154,399.0,192,41.6,30,6.5,4.1,2023
"Thomas, Lane",657041,459,10.8,36.8,111.4,88.5,100.2,94.6,83.9,440,167,403.0,187,40.7,44,9.6,6.5,2023
"Yoshida, Masataka",807799,458,3.9,29.5,112.3,89.0,100.1,92.9,87.1,447,135,393.0,186,40.6,30,6.6,5.2,2023
"Verdugo, Alex",657077,458,8.8,35.4,112.4,89.2,99.1,92.5,87.4,419,162,389.0,172,37.6,23,5.0,3.8,2023
"Bichette, Bo",666182,457,6.2,38.3,113.4,90.2,101.7,93.8,87.5,460,158,399.0,205,44.9,44,9.6,7.3,2023
"Devers, Rafael",646240,457,12.4,30.0,115.0,93.1,104.5,97.0,90.9,453,169,399.0,252,55.1,58,12.7,8.8,2023
